qseqid,taxon_name,pident,db,sample_id,count
1_2107_12634_5217_lib_ACATCG_tag_ACAGTC,NA,98.71,local,ML0542,2
1_2108_15670_23103_lib_ACATCG_tag_ACAGTC,,,,ML0542,5
1_2108_17951_14342_lib_ACATCG_tag_ACAGTC,Polyneura latissima,99.681,genbank,ML0542,1
1_2108_18204_11226_lib_ACATCG_tag_ACAGTC,,,,ML0542,2
1_2108_22095_19290_lib_ACATCG_tag_ACAGTC,Dactylopusia_sp._2,100,local,ML0542,1
1_2108_27470_15205_lib_ACATCG_tag_ACAGTC,NA,98.077,local,ML0542,2
1_2108_6498_11146_lib_ACATCG_tag_ACAGTC,Halichondria panicea,98.722,genbank,ML0542,1
1_2108_7449_9903_lib_ACATCG_tag_ACAGTC,Nemertea,98.403,local,ML0542,1
1_2108_8531_20479_lib_ACATCG_tag_ACAGTC,Leptofauchea pacifica,100,genbank,ML0542,1
1_2109_18055_17519_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2109_18724_9118_lib_ACATCG_tag_ACAGTC,NA,98.071,local,ML0542,1
1_2109_19618_10288_lib_ACATCG_tag_ACAGTC,,,,ML0542,4
1_2109_21172_20991_lib_ACATCG_tag_ACAGTC,,,,ML0542,3
1_2109_27091_13959_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2109_4299_12492_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2109_9446_19618_lib_ACATCG_tag_ACAGTC,Mesocentrotus franciscanus,100,genbank,ML0542,1
1_2110_13665_21387_lib_ACATCG_tag_ACAGTC,Kallymeniopsis oblongifructa,100,genbank,ML0542,3
1_2110_16939_4644_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2110_18987_6159_lib_ACATCG_tag_ACAGTC,NA,99.361,local,ML0542,1
1_2110_23536_14163_lib_ACATCG_tag_ACAGTC,NA,97.133,local,ML0542,3
1_2110_25281_14740_lib_ACATCG_tag_ACAGTC,,,,ML0542,9
1_2110_4309_9548_lib_ACATCG_tag_ACAGTC,NA;NA,98.722,local,ML0542,1
1_2111_10014_20753_lib_ACATCG_tag_AGTGTA,,,,ML0542,1
1_2111_11924_9371_lib_ACATCG_tag_ACAGTC,Proceraea_nigropunctata_2,100,local,ML0542,2
1_2111_12664_18540_lib_ACATCG_tag_ACAGTC,NA;NA;NA;NA;NA,97.125,local,ML0542,1
1_2111_18215_22153_lib_ACATCG_tag_ACAGTC,Euryte_sp._1,97.444,local,ML0542,6
1_2111_6496_16342_lib_ACATCG_tag_ACAGTC,,,,ML0542,2
1_2111_9506_12099_lib_ACATCG_tag_ACAGTC,NA,98.722,local,ML0542,1
1_2112_10602_18828_lib_ACATCG_tag_ACAGTC,,,,ML0542,5
1_2112_16001_12819_lib_ACATCG_tag_ACGTAT,Gloiocladia fryeana,100,genbank,ML0542,3
1_2112_16838_13669_lib_ACATCG_tag_ACAGTC,Callophyllis radula;Callophyllis sp. 1radula,100,genbank,ML0542,2
1_2112_20678_24748_lib_ACATCG_tag_ACAGTC,,,,ML0542,2
1_2112_24617_19039_lib_ACATCG_tag_ACAGTC,,,,ML0542,2
1_2112_8148_16725_lib_ACATCG_tag_ACAGTC,,,,ML0542,2
1_2112_8314_6649_lib_ACATCG_tag_ACAGTC,,,,ML0542,6
1_2113_19311_20202_lib_ACATCG_tag_ACAGTC,,,,ML0542,4
1_2113_20417_20396_lib_ACATCG_tag_ACAGTC,NA,97.444,local,ML0542,1
1_2113_21109_14563_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2113_24543_12300_lib_ACATCG_tag_ACAGTC,,,,ML0542,2
1_2113_7090_20217_lib_ACATCG_tag_ACAGTC,,,,ML0542,3
1_2113_9801_24096_lib_ACATCG_tag_ACAGTC,NA,97.125,local,ML0542,5
1_2114_11987_22870_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2114_18207_12901_lib_TGACAT_tag_ATCGAC,,,,ML0542,1
1_2114_27490_8798_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2114_3778_7346_lib_ACATCG_tag_ACAGTC,,,,ML0542,12
1_2115_16919_7549_lib_ACATCG_tag_ACAGTC,Metridium senile,100,genbank,ML0542,1
1_2115_18130_20043_lib_ACATCG_tag_ACAGTC,Nemertea,98.722,local,ML0542,1
1_2115_2098_12621_lib_TTGACT_tag_ATGTCG,,,,ML0542,1
1_2115_21211_7070_lib_ACATCG_tag_ACAGTC,,,,ML0542,3
1_2115_22493_2380_lib_ACATCG_tag_ACAGTC,,,,ML0542,2
1_2115_23084_6191_lib_ACATCG_tag_ACAGTC,,,,ML0542,5
1_2115_3656_13176_lib_ACATCG_tag_ACTAGC,NA,98.722,local,ML0542,1
1_2116_22212_21126_lib_ACATCG_tag_ACAGTC,,,,ML0542,2
1_2116_26990_10737_lib_ACATCG_tag_ACAGTC,,,,ML0542,2
1_2116_6649_19455_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2117_12128_17752_lib_ACATCG_tag_ACAGTC,,,,ML0542,2
1_2117_16047_8200_lib_ACATCG_tag_ACAGTC,Megamoera_subtener,100,local,ML0542,3
1_2117_1877_13404_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2117_20445_1894_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2118_20635_11284_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2118_8389_12166_lib_ACATCG_tag_ACAGTC,,,,ML0542,1
1_2119_11381_7346_lib_ACATCG_tag_ACAGTC,NA,99.042,local,ML0542,7
1_2119_11394_23187_lib_ACATCG_tag_ACAGTC,NA,98.947,local,ML0542,20
1_2119_11557_19533_lib_ACATCG_tag_ACAGTC,,,,ML0542,2
1_2119_13664_10252_lib_ACATCG_tag_ACAGTC,NA,98.071,local,ML0542,1
1_2119_9299_20117_lib_ACATCG_tag_ACAGTC,Nemertea,98.722,local,ML0542,5
1_1101_10001_23937_lib_ACATCG_tag_ACGTAT,,,,ML0547,6
1_1101_10056_7939_lib_ACATCG_tag_ACAGTC,Callophyllis flabellulata,100,genbank,ML0547,42
1_1101_10059_16674_lib_ACATCG_tag_ACAGTC,,,,ML0547,44
1_1101_10081_21342_lib_ACATCG_tag_ACAGTC,NA;NA,100,local,ML0547,165
1_1101_10110_24441_lib_ACATCG_tag_ACAGTC,NA;NA,100,local,ML0547,205
1_1101_10145_6361_lib_ACATCG_tag_ACAGTC,Nemertea;NA,100,local,ML0547,8847
1_1101_10173_9881_lib_ACATCG_tag_ACGTAT,,,,ML0547,5
1_1101_10177_7672_lib_ACATCG_tag_ACGTAT,,,,ML0547,914
1_1101_10182_17631_lib_ACATCG_tag_ACGTAT,,,,ML0547,1203
1_1101_10191_14200_lib_ACATCG_tag_ACGTAT,,,,ML0547,2144
1_1101_10223_17263_lib_ACATCG_tag_ACGTAT,,,,ML0547,47
1_1101_10224_6462_lib_ACATCG_tag_AGTGTA,,,,ML0547,8
1_1101_10245_17080_lib_ACATCG_tag_ACGTAT,,,,ML0547,1990
1_1101_10248_13156_lib_ACATCG_tag_ACGTAT,,,,ML0547,540
1_1101_10329_17472_lib_ACATCG_tag_ACGTAT,,,,ML0547,137
1_1101_10352_19306_lib_ACATCG_tag_ACGTAT,,,,ML0547,37
1_1101_10410_2594_lib_GATCTG_tag_ACAGTC,,,,ML0547,1
1_1101_10418_13996_lib_ACATCG_tag_ACGTAT,,,,ML0547,900
1_1101_10547_20450_lib_ACATCG_tag_ACAGTC,NA,98.718,local,ML0547,11
1_1101_10560_5029_lib_ACATCG_tag_ACGTAT,,,,ML0547,638
1_1101_10698_11493_lib_ACATCG_tag_ACGTAT,,,,ML0547,2
1_1101_10754_8395_lib_ACATCG_tag_ACGTAT,,,,ML0547,3374
1_1101_10762_9068_lib_ACATCG_tag_ACGTAT,,,,ML0547,3104
1_1101_10803_14591_lib_ACATCG_tag_ACGTAT,Amphiascopsis_cinctus,99.681,local,ML0547,91
1_1101_11044_12396_lib_ACATCG_tag_ACAGTC,,,,ML0547,116
1_1101_11154_11263_lib_ACATCG_tag_ACGTAT,,,,ML0547,576
1_1101_11187_18766_lib_GATCTG_tag_ACGTAT,Halichondria panicea,98.083,genbank,ML0547,1
1_1101_11209_2079_lib_ACATCG_tag_ACAGTC,,,,ML0547,5
1_1101_11374_22545_lib_ACATCG_tag_ACGTAT,,,,ML0547,59
1_1101_11545_16396_lib_ACATCG_tag_ACAGTC,NA;NA;NA;NA;NA,100,local,ML0547,6
1_1101_11672_10033_lib_ACATCG_tag_ACGTAT,,,,ML0547,15
1_1101_11822_12161_lib_ACATCG_tag_ATGTCG,,,,ML0547,1
1_1101_12048_18394_lib_ACATCG_tag_ACGTAT,,,,ML0547,596
1_1101_12165_24579_lib_ACATCG_tag_ACGTAT,Euryte_sp._1,98.403,local,ML0547,390
1_1101_12277_21932_lib_ACATCG_tag_ACGTAT,,,,ML0547,524
1_1101_12401_16546_lib_ACATCG_tag_ACAGTC,NA;NA,100,local,ML0547,508
1_1101_12462_14583_lib_ACATCG_tag_ACGTAT,,,,ML0547,232
1_1101_12523_18671_lib_ACATCG_tag_ACAGTC,Psolidium_bidiscum,100,local,ML0547,8
1_1101_12759_22781_lib_ACATCG_tag_ACGTAT,,,,ML0547,5
1_1101_12775_9331_lib_ACATCG_tag_ACGTAT,,,,ML0547,39
1_1101_12779_9828_lib_ACATCG_tag_ACGTAT,NA,98.387,local,ML0547,2
1_1101_12827_10674_lib_ACATCG_tag_ACGTAT,,,,ML0547,58
1_1101_12842_18751_lib_ACATCG_tag_ACGTAT,,,,ML0547,12
1_1101_13374_6349_lib_ACATCG_tag_ACGTAT,,,,ML0547,5
1_1101_13597_8127_lib_ACATCG_tag_ACGTAT,,,,ML0547,61
1_1101_13602_10651_lib_ACATCG_tag_ACGTAT,NA,98.722,local,ML0547,445
1_1101_13651_6521_lib_ACATCG_tag_ACGTAT,,,,ML0547,118
1_1101_13686_14491_lib_ACATCG_tag_ACGTAT,Euryte_sp._1,98.403,local,ML0547,204
1_1101_14067_14721_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1101_14319_23460_lib_ACATCG_tag_ACGTAT,,,,ML0547,460
1_1101_14429_13782_lib_ACATCG_tag_ACAGTC,Nemertea,98.083,local,ML0547,47
1_1101_14491_17414_lib_ACATCG_tag_ACGTAT,,,,ML0547,337
1_1101_14581_1725_lib_ACATCG_tag_ACGTAT,,,,ML0547,1090
1_1101_14719_18949_lib_ACATCG_tag_ACAGTC,,,,ML0547,13
1_1101_14834_9238_lib_ACATCG_tag_ACAGTC,NA,100,local,ML0547,109
1_1101_14871_14404_lib_ACATCG_tag_ACAGTC,,,,ML0547,128
1_1101_14910_15997_lib_ACATCG_tag_ACGTAT,,,,ML0547,101
1_1101_15220_10323_lib_ACATCG_tag_ACGTAT,,,,ML0547,48
1_1101_15335_3590_lib_ACATCG_tag_ACAGTC,Ianiropsis,100,local,ML0547,49
1_1101_15705_13795_lib_ACATCG_tag_ACGTAT,Amonardia_perturbata,100,local,ML0547,239
1_1101_15881_1965_lib_ATTGGC_tag_ACGTAT,,,,ML0547,1
1_1101_15931_5818_lib_ACATCG_tag_ACGTAT,,,,ML0547,900
1_1101_16335_10192_lib_ACATCG_tag_ACGTAT,,,,ML0547,27
1_1101_16392_17925_lib_ACATCG_tag_ACGTAT,,,,ML0547,240
1_1101_16434_19083_lib_ACATCG_tag_ACGTAT,,,,ML0547,367
1_1101_16737_3810_lib_ACATCG_tag_ACAGTC,,,,ML0547,1
1_1101_17506_9689_lib_ACATCG_tag_ACGTAT,,,,ML0547,854
1_1101_17596_1695_lib_ACATCG_tag_ACGTAT,,,,ML0547,12
1_1101_17876_5977_lib_ACATCG_tag_ACAGTC,,,,ML0547,18
1_1101_17910_21294_lib_ACATCG_tag_AGACGC,,,,ML0547,1
1_1101_18041_11440_lib_ACATCG_tag_ACGTAT,,,,ML0547,206
1_1101_18158_19629_lib_ACATCG_tag_ACGTAT,,,,ML0547,81
1_1101_18226_20591_lib_ACATCG_tag_ACGTAT,Euryte_sp._1,98.403,local,ML0547,79
1_1101_18315_9831_lib_ACATCG_tag_AGTCAT,Ectinosoma_melaniceps,99.681,local,ML0547,2
1_1101_18639_13914_lib_ACATCG_tag_ACGTAT,Lophopanopeus bellus,100,genbank,ML0547,25
1_1101_18680_17630_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1101_18681_2372_lib_ACATCG_tag_ACGTAT,,,,ML0547,2
1_1101_19179_18677_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1101_19718_11407_lib_ACATCG_tag_ACAGTC,,,,ML0547,98
1_1101_19762_18815_lib_ACATCG_tag_ACGTAT,,,,ML0547,117
1_1101_20023_17098_lib_ACATCG_tag_ACGTAT,,,,ML0547,310
1_1101_20104_15825_lib_ACATCG_tag_ACGTAT,,,,ML0547,42
1_1101_20140_7389_lib_ACATCG_tag_ACGTAT,,,,ML0547,19
1_1101_20260_23804_lib_ACATCG_tag_ACGTAT,,,,ML0547,46
1_1101_20605_2529_lib_ACATCG_tag_ACGTAT,,,,ML0547,304
1_1101_2067_12633_lib_ACATCG_tag_ACGTAT,,,,ML0547,374
1_1101_20855_4073_lib_ACATCG_tag_ACAGTC,NA,97.764,local,ML0547,7
1_1101_20920_24569_lib_ACATCG_tag_ACAGTC,NA,98.596,local,ML0547,134
1_1101_21049_4263_lib_ACATCG_tag_ACAGTC,Chone_magna,100,local,ML0547,6
1_1101_21102_20842_lib_ACATCG_tag_ACGTAT,,,,ML0547,456
1_1101_21456_15897_lib_ACATCG_tag_ACGTAT,NA,100,local,ML0547,119
1_1101_21459_5979_lib_ACATCG_tag_ACAGTC,,,,ML0547,2
1_1101_21496_18277_lib_ACATCG_tag_ACAGTC,,,,ML0547,13
1_1101_21503_20695_lib_ACATCG_tag_ACGTAT,,,,ML0547,14
1_1101_21521_14617_lib_ACATCG_tag_ACGTAT,,,,ML0547,80
1_1101_21539_7363_lib_ACATCG_tag_ACGTAT,,,,ML0547,274
1_1101_21671_12325_lib_ACATCG_tag_ACGTAT,,,,ML0547,71
1_1101_22282_7999_lib_ACATCG_tag_ACGTAT,,,,ML0547,77
1_1101_22368_13985_lib_ACATCG_tag_ACAGTC,Ditylum brightwellii,100,genbank,ML0547,22
1_1101_22401_22313_lib_ACATCG_tag_ACGTAT,,,,ML0547,3
1_1101_22758_7795_lib_ACATCG_tag_ACGTAT,,,,ML0547,198
1_1101_22831_18209_lib_ACATCG_tag_ACGTAT,,,,ML0547,160
1_1101_23301_13296_lib_ACATCG_tag_ACGTAT,,,,ML0547,39
1_1101_23774_13543_lib_ACATCG_tag_ACGTAT,NA;NA;NA,100,local,ML0547,33
1_1101_23901_4208_lib_ACATCG_tag_ACGTAT,,,,ML0547,8
1_1101_2449_13490_lib_ACATCG_tag_ACGTAT,,,,ML0547,12
1_1101_24501_6886_lib_ACATCG_tag_ACGTAT,,,,ML0547,15
1_1101_24688_9837_lib_ACATCG_tag_ACAGTC,,,,ML0547,1
1_1101_24869_15220_lib_ACATCG_tag_ACGTAT,,,,ML0547,36
1_1101_25017_21940_lib_ACATCG_tag_ACGTAT,,,,ML0547,10
1_1101_25122_12289_lib_GGAACT_tag_ATAGCA,,,,ML0547,1
1_1101_25554_11991_lib_ACATCG_tag_ACGTAT,,,,ML0547,8
1_1101_25639_13742_lib_ACATCG_tag_ACGTAT,,,,ML0547,4
1_1101_26320_10966_lib_ACATCG_tag_ACGTAT,,,,ML0547,37
1_1101_26415_4858_lib_ACATCG_tag_ACAGTC,Opuntiella sp. 2californica,100,genbank,ML0547,12
1_1101_26437_5030_lib_ACATCG_tag_ACGTAT,,,,ML0547,177
1_1101_26468_5183_lib_ACATCG_tag_ATGTCG,,,,ML0547,1
1_1101_26489_11790_lib_ACATCG_tag_ACGTAT,,,,ML0547,8
1_1101_26805_20587_lib_ACATCG_tag_ACGTAT,,,,ML0547,26
1_1101_27683_13991_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1101_28976_14527_lib_ACATCG_tag_ACAGTC,,,,ML0547,3
1_1101_2975_8726_lib_ACATCG_tag_ACAGTC,,,,ML0547,325
1_1101_3382_7456_lib_ACATCG_tag_ACGTAT,,,,ML0547,70
1_1101_4059_7148_lib_ACATCG_tag_ACGTAT,,,,ML0547,75
1_1101_4189_20144_lib_ACATCG_tag_ACGTAT,Callophyllis sp. BEC-2012,100,genbank,ML0547,28
1_1101_4335_14821_lib_ACATCG_tag_AGTGTA,,,,ML0547,1
1_1101_5918_5357_lib_ACATCG_tag_ACGTAT,NA,98.387,local,ML0547,17
1_1101_6117_14910_lib_ACATCG_tag_ACGTAT,,,,ML0547,106
1_1101_6129_8040_lib_ACATCG_tag_ACGTAT,,,,ML0547,8
1_1101_6693_12294_lib_ACATCG_tag_ACGTAT,,,,ML0547,8
1_1101_7093_5414_lib_ACATCG_tag_ACGTAT,,,,ML0547,62
1_1101_7099_4198_lib_ACATCG_tag_ACGTAT,,,,ML0547,8
1_1101_7495_20827_lib_ACATCG_tag_ACGTAT,,,,ML0547,65
1_1101_7795_16391_lib_ACATCG_tag_ATGTCG,,,,ML0547,1
1_1101_8111_7332_lib_ACATCG_tag_ACGTAT,,,,ML0547,84
1_1101_8369_8933_lib_ACATCG_tag_ACGTAT,,,,ML0547,61
1_1101_8407_15316_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1101_8761_22555_lib_ACATCG_tag_ACGTAT,,,,ML0547,31
1_1101_9836_14833_lib_ACATCG_tag_ACGTAT,,,,ML0547,31
1_1102_10615_18369_lib_ACATCG_tag_ACAGTC,,,,ML0547,1
1_1102_11347_13549_lib_ACATCG_tag_ACGTAT,,,,ML0547,69
1_1102_11752_24468_lib_ACATCG_tag_ACGTAT,,,,ML0547,56
1_1102_12087_11409_lib_ACATCG_tag_ACGTAT,,,,ML0547,100
1_1102_12980_3776_lib_ACATCG_tag_ACAGTC,NA,97.444,local,ML0547,10
1_1102_13402_5553_lib_ACATCG_tag_ACAGTC,,,,ML0547,7
1_1102_13822_8732_lib_ACATCG_tag_ACGTAT,,,,ML0547,9
1_1102_13842_12554_lib_ACATCG_tag_ACGTAT,,,,ML0547,18
1_1102_14590_21218_lib_ACATCG_tag_ACGTAT,,,,ML0547,56
1_1102_14643_22356_lib_ACATCG_tag_ACGTAT,,,,ML0547,42
1_1102_15044_6952_lib_ACATCG_tag_ACGTAT,,,,ML0547,14
1_1102_15519_23983_lib_ACATCG_tag_ACAGTC,,,,ML0547,2
1_1102_15956_20485_lib_ACATCG_tag_ACGTAT,,,,ML0547,3
1_1102_16417_18984_lib_ACATCG_tag_ACGTAT,,,,ML0547,30
1_1102_16824_14173_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1102_17892_11861_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1102_17985_3867_lib_ACATCG_tag_ACGTAT,,,,ML0547,163
1_1102_18189_10490_lib_ACATCG_tag_ACGTAT,,,,ML0547,24
1_1102_18206_14484_lib_ACATCG_tag_AGCTAG,,,,ML0547,1
1_1102_19028_18763_lib_ACATCG_tag_ACGTAT,,,,ML0547,35
1_1102_19155_12922_lib_ACATCG_tag_ACGTAT,,,,ML0547,25
1_1102_19370_11244_lib_ACATCG_tag_ACTAGC,,,,ML0547,3
1_1102_20095_23070_lib_ACATCG_tag_ACGTAT,,,,ML0547,72
1_1102_2062_12201_lib_ACATCG_tag_AGTCAT,Halichondria panicea,99.361,genbank,ML0547,1
1_1102_20853_14795_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1102_20919_12454_lib_ACATCG_tag_ACAGTC,,,,ML0547,13
1_1102_22711_13005_lib_ACATCG_tag_ACGTAT,Megalomma splendida,99.677,genbank,ML0547,3
1_1102_22718_14230_lib_ACATCG_tag_ACGTAT,,,,ML0547,13
1_1102_22927_8243_lib_ACATCG_tag_ACGTAT,,,,ML0547,5
1_1102_23195_4087_lib_ACATCG_tag_ACGTAT,,,,ML0547,208
1_1102_23589_9455_lib_ACATCG_tag_ACGTAT,NA,100,local,ML0547,52
1_1102_23640_7303_lib_ACATCG_tag_ACGTAT,,,,ML0547,2
1_1102_23993_10662_lib_ACATCG_tag_ACGTAT,,,,ML0547,25
1_1102_24727_11507_lib_ACATCG_tag_ACGTAT,,,,ML0547,359
1_1102_24805_5402_lib_ACATCG_tag_ACAGTC,,,,ML0547,423
1_1102_24806_15143_lib_GATCTG_tag_AGTCAT,,,,ML0547,1
1_1102_24817_3113_lib_ACATCG_tag_ACGTAT,,,,ML0547,4
1_1102_24850_14001_lib_ACATCG_tag_ACGTAT,,,,ML0547,5
1_1102_25076_16805_lib_ACATCG_tag_ACGTAT,Amonardia_normani,98.722,local,ML0547,2
1_1102_26129_11106_lib_ACATCG_tag_AGTGTA,NA,98.71,local,ML0547,1
1_1102_26331_5440_lib_ACATCG_tag_ACAGTC,,,,ML0547,23
1_1102_27208_8436_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1102_2984_15603_lib_ACATCG_tag_ATGTCG,,,,ML0547,1
1_1102_3604_18013_lib_ACATCG_tag_ACGTAT,,,,ML0547,40
1_1102_4573_5070_lib_ACATCG_tag_ACGTAT,,,,ML0547,3
1_1102_4763_8099_lib_ACATCG_tag_ACGTAT,,,,ML0547,25
1_1102_4876_8553_lib_ACATCG_tag_ACGTAT,Polyneura latissima,100,genbank,ML0547,33
1_1102_4940_8554_lib_ACATCG_tag_ACGTAT,,,,ML0547,57
1_1102_5467_8284_lib_ACATCG_tag_ACGTAT,,,,ML0547,2
1_1102_5644_11777_lib_ACATCG_tag_ACGTAT,Dactylopusia_sp._2,99.035,local,ML0547,61
1_1102_6915_13113_lib_GGAACT_tag_ACAGTC,,,,ML0547,1
1_1102_7077_7532_lib_ACATCG_tag_ACGTAT,,,,ML0547,3
1_1102_7104_20825_lib_ACATCG_tag_ACGTAT,,,,ML0547,25
1_1102_7140_18037_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1102_7196_20994_lib_ACATCG_tag_ACGTAT,Proceraea_nigropunctata_1,99.361,local,ML0547,1
1_1102_7404_6595_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1102_7586_8117_lib_ACATCG_tag_ACGTAT,,,,ML0547,6
1_1103_10249_20985_lib_ACATCG_tag_ACGTAT,Hydrozoa sp. prey of Macellomenia sp. KMK-2014,100,genbank,ML0547,12
1_1103_10819_14335_lib_ACATCG_tag_ACGTAT,,,,ML0547,23
1_1103_11066_19629_lib_ACATCG_tag_ACGTAT,,,,ML0547,5
1_1103_11391_22018_lib_ACATCG_tag_ACGTAT,,,,ML0547,45
1_1103_11851_12205_lib_ACATCG_tag_ACAGTC,,,,ML0547,21
1_1103_12759_7234_lib_ACATCG_tag_ATGTCG,,,,ML0547,1
1_1103_14035_6106_lib_ACATCG_tag_ACGTAT,,,,ML0547,18
1_1103_15382_10023_lib_ACATCG_tag_ACGTAT,,,,ML0547,10
1_1103_15837_2226_lib_ACATCG_tag_ACGTAT,Tisbe_sp._5,100,local,ML0547,40
1_1103_16109_4984_lib_ACATCG_tag_ACGTAT,,,,ML0547,8
1_1103_16472_10567_lib_ATTGGC_tag_ACTAGC,,,,ML0547,1
1_1103_16581_11342_lib_ACATCG_tag_ACGTAT,,,,ML0547,81
1_1103_17089_11684_lib_ATTGGC_tag_AGCTAG,NA,98.722,local,ML0547,1
1_1103_17120_21319_lib_ACATCG_tag_ACGTAT,Eusyllis,100,local,ML0547,25
1_1103_17309_2282_lib_GGAACT_tag_ATAGCA,,,,ML0547,1
1_1103_18322_11864_lib_ACATCG_tag_ACGTAT,Aoroides_sp._1,99.042,local,ML0547,2
1_1103_18612_17578_lib_ACATCG_tag_ACGTAT,,,,ML0547,49
1_1103_18823_24445_lib_ACATCG_tag_ACGTAT,,,,ML0547,65
1_1103_19124_20472_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1103_19284_13586_lib_ACATCG_tag_ACAGTC,NA,99.681,local,ML0547,43
1_1103_19492_6431_lib_ACATCG_tag_ATGTCG,,,,ML0547,1
1_1103_19878_20971_lib_ACATCG_tag_ACGTAT,,,,ML0547,97
1_1103_22341_7989_lib_ACATCG_tag_ACGTAT,Membranipora membranacea,99.64,genbank,ML0547,1
1_1103_22381_4446_lib_ACATCG_tag_ACGTAT,NA,98.387,local,ML0547,8
1_1103_22808_18927_lib_ACATCG_tag_ACGTAT,,,,ML0547,8
1_1103_23279_20695_lib_ACATCG_tag_ACGTAT,,,,ML0547,20
1_1103_2432_17560_lib_ACATCG_tag_ACGTAT,,,,ML0547,11
1_1103_24371_19113_lib_ACATCG_tag_ACGTAT,Stauridiosarsia producta,99.361,genbank,ML0547,15
1_1103_24660_16869_lib_ACATCG_tag_ACGTAT,,,,ML0547,137
1_1103_25951_19295_lib_ACATCG_tag_ACGTAT,,,,ML0547,26
1_1103_26486_11392_lib_ACATCG_tag_AGACGC,,,,ML0547,1
1_1103_26953_6020_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1103_27304_9905_lib_ACATCG_tag_ACGTAT,,,,ML0547,107
1_1103_28080_12869_lib_ACATCG_tag_ATAGCA,,,,ML0547,1
1_1103_29691_14022_lib_ACATCG_tag_ACGTAT,,,,ML0547,15
1_1103_3443_12803_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1103_3859_13886_lib_ACATCG_tag_ACAGTC,,,,ML0547,1314
1_1103_4156_9730_lib_ACATCG_tag_ACGTAT,,,,ML0547,9
1_1103_6862_9566_lib_ACATCG_tag_ACGTAT,,,,ML0547,41
1_1103_7174_4892_lib_ACATCG_tag_ACGTAT,Schizymenia pacifica,100,genbank,ML0547,9
1_1103_7185_15880_lib_ACATCG_tag_ATGTCG,,,,ML0547,1
1_1103_7983_10641_lib_ACATCG_tag_ACGTAT,,,,ML0547,29
1_1103_8841_11317_lib_ACATCG_tag_ACGTAT,,,,ML0547,10
1_1103_9043_13687_lib_ACATCG_tag_ACGTAT,,,,ML0547,2
1_1103_9097_14924_lib_ACATCG_tag_ACGTAT,uncultured Jiaozhou Bay zooplankton;Clytia hemisphaerica;Clytia xiamenensis;Clytia gracilis,100,genbank,ML0547,37
1_1103_9153_7841_lib_ACATCG_tag_ACGTAT,,,,ML0547,2
1_1103_9308_3488_lib_ACATCG_tag_AGCTAG,,,,ML0547,2
1_1103_9767_20942_lib_ACATCG_tag_ACAGTC,NA,100,local,ML0547,5
1_1103_9840_23008_lib_ACATCG_tag_ACGTAT,,,,ML0547,2
1_1104_10708_14484_lib_ACATCG_tag_ACGTAT,,,,ML0547,5
1_1104_11388_11993_lib_ACATCG_tag_ACGTAT,,,,ML0547,14
1_1104_11854_3647_lib_ACATCG_tag_ACGTAT,,,,ML0547,3
1_1104_12180_18996_lib_ACATCG_tag_ACGTAT,,,,ML0547,12
1_1104_12343_5650_lib_ACATCG_tag_ACGTAT,,,,ML0547,1
1_1104_12804_9350_lib_ACATCG_tag_ACAGTC,Amonardia_normani,100,local,ML0547,2027
1_1104_13338_9381_lib_ACATCG_tag_ACGTAT,,,,ML0547,4
1_1104_13935_19792_lib_ACATCG_tag_ACGTAT,,,,ML0547,39
1_1104_13976_7922_lib_ACATCG_tag_ACGTAT,,,,ML0547,2
1_1104_14248_15863_lib_ACATCG_tag_ACGTAT,,,,ML0547,2
1_1104_14655_9821_lib_ACATCG_tag_AGTCAT,,,,ML0547,1
1_1104_15611_12065_lib_ACATCG_tag_ACGTAT,,,,ML0547,3
1_1104_15748_13459_lib_GATCTG_tag_ATCGAC,,,,ML0547,2
1_1104_16673_6772_lib_ACATCG_tag_ATGTCG,,,,ML0547,1
